0	2.31939	1.76477	1.68928	1.90314	2.71954	2.23	2.26659	1.97687	1.42121	1.49159	1.52724	1.57346	1.60438
0	2.32315	1.76483	1.68934	1.90321	2.71876	2.2299	2.25941	1.97676	1.42127	1.49166	1.5273	1.57353	1.60445
0	2.31934	1.76488	1.68939	1.90326	2.71991	2.23017	2.25742	1.97703	1.42131	1.4917	1.52735	1.57357	1.60449
0	2.3424	1.76491	1.68942	1.90329	2.72105	2.23043	2.25607	1.97729	1.42135	1.49174	1.52738	1.57361	1.60453
0	2.3354	1.76495	1.68945	1.90333	2.72879	2.232	2.25499	1.97886	1.42138	1.49177	1.52741	1.57364	1.60456
0	2.33269	1.76498	1.68948	1.90336	2.73087	2.23244	2.25408	1.9793	1.42141	1.4918	1.52744	1.57367	1.60459
0	2.33582	1.765	1.68951	1.90338	2.73824	2.23394	2.25328	1.9808	1.42143	1.49182	1.52747	1.5737	1.60462
0	2.33408	1.76503	1.68954	1.90341	2.7341	2.23313	2.25256	1.97999	1.42146	1.49185	1.52749	1.57372	1.60464
0	2.33748	1.76505	1.68956	1.90343	2.73587	2.2335	2.2519	1.98036	1.42148	1.49187	1.52752	1.57374	1.60466
0	2.33919	1.76507	1.68958	1.90345	2.73707	2.23376	2.25129	1.98062	1.4215	1.49189	1.52754	1.57377	1.60469
0	2.34068	1.76509	1.6896	1.90347	2.74494	2.23535	2.25071	1.98221	1.42152	1.49191	1.52756	1.57379	1.60471
0	2.33871	1.76511	1.68962	1.9035	2.74052	2.23448	2.25017	1.98134	1.42154	1.49193	1.52758	1.57381	1.60473
0	2.34197	1.76513	1.68964	1.90351	2.74533	2.23546	2.24966	1.98232	1.42156	1.49195	1.5276	1.57382	1.60475
0	2.34353	1.76515	1.68966	1.90353	2.74264	2.23494	2.24917	1.9818	1.42158	1.49197	1.52762	1.57384	1.60476
0	2.35825	1.76517	1.68968	1.90355	2.73421	2.23327	2.2487	1.98013	1.4216	1.49199	1.52763	1.57386	1.60478
0	2.35502	1.76519	1.68969	1.90357	2.73936	2.23431	2.24825	1.98117	1.42161	1.492	1.52765	1.57388	1.6048
0	2.35296	1.7652	1.68971	1.90359	2.73889	2.23423	2.24782	1.98109	1.42163	1.49202	1.52767	1.57389	1.60482
0	2.35311	1.76522	1.68973	1.9036	2.74909	2.23628	2.2474	1.98314	1.42165	1.49204	1.52768	1.57391	1.60483
0	2.35027	1.76524	1.68974	1.90362	2.74847	2.23617	2.247	1.98303	1.42166	1.49205	1.5277	1.57393	1.60485
0	2.34952	1.76525	1.68976	1.90363	2.74985	2.23646	2.2466	1.98332	1.42168	1.49207	1.52771	1.57394	1.60486
0	2.35587	1.76527	1.68977	1.90365	2.74455	2.23541	2.24622	1.98227	1.42169	1.49208	1.52773	1.57396	1.60488
0	2.3585	1.76528	1.68979	1.90366	2.74312	2.23514	2.24585	1.982	1.42171	1.4921	1.52774	1.57397	1.60489
0	2.36061	1.7653	1.6898	1.90368	2.74227	2.23498	2.24549	1.98184	1.42172	1.49211	1.52776	1.57398	1.60491
0	2.36248	1.76531	1.68982	1.90369	2.74505	2.23555	2.24514	1.98241	1.42173	1.49212	1.52777	1.574	1.60492
0	2.36085	1.76532	1.68983	1.90371	2.74437	2.23543	2.24479	1.98228	1.42175	1.49214	1.52779	1.57401	1.60493
0	2.36107	1.76534	1.68984	1.90372	2.74781	2.23612	2.24445	1.98298	1.42176	1.49215	1.5278	1.57403	1.60495
0	2.36488	1.76535	1.68986	1.90373	2.74769	2.23611	2.24412	1.98297	1.42177	1.49216	1.52781	1.57404	1.60496
0	2.36682	1.76536	1.68987	1.90375	2.74492	2.23557	2.2438	1.98242	1.42179	1.49218	1.52782	1.57405	1.60497
0	2.36516	1.76538	1.68988	1.90376	2.74914	2.23642	2.24348	1.98328	1.4218	1.49219	1.52784	1.57406	1.60499
0	2.36866	1.76539	1.68989	1.90377	2.74573	2.23575	2.24317	1.9826	1.42181	1.4922	1.52785	1.57408	1.605
0	2.37043	1.7654	1.68991	1.90378	2.74493	2.2356	2.24287	1.98245	1.42182	1.49221	1.52786	1.57409	1.60501
0	2.36864	1.76541	1.68992	1.9038	2.74947	2.23652	2.24257	1.98337	1.42183	1.49222	1.52787	1.5741	1.60502
0	2.36869	1.76542	1.68993	1.90381	2.75124	2.23688	2.24227	1.98373	1.42185	1.49224	1.52788	1.57411	1.60503
0	2.37234	1.76544	1.68994	1.90382	2.75094	2.23683	2.24199	1.98368	1.42186	1.49225	1.5279	1.57412	1.60505
0	2.37079	1.76545	1.68995	1.90383	2.74977	2.23661	2.2417	1.98346	1.42187	1.49226	1.52791	1.57414	1.60506
0	2.37428	1.76546	1.68997	1.90384	2.74796	2.23625	2.24142	1.98311	1.42188	1.49227	1.52792	1.57415	1.60507
0	2.37602	1.76547	1.68998	1.90385	2.75063	2.2368	2.24114	1.98365	1.42189	1.49228	1.52793	1.57416	1.60508
0	2.37751	1.76548	1.68999	1.90387	2.74824	2.23633	2.24087	1.98318	1.4219	1.49229	1.52794	1.57417	1.60509
0	2.37554	1.76549	1.69	1.90388	2.74929	2.23655	2.2406	1.9834	1.42191	1.4923	1.52795	1.57418	1.6051
0	2.3788	1.7655	1.69001	1.90389	2.75294	2.23729	2.24034	1.98414	1.42192	1.49231	1.52796	1.57419	1.60511
0	2.38036	1.76551	1.69002	1.9039	2.74958	2.23662	2.24007	1.98348	1.42193	1.49232	1.52797	1.5742	1.60512
0	2.37504	1.76552	1.69003	1.90391	2.75551	2.23782	2.23982	1.98467	1.42194	1.49233	1.52798	1.57421	1.60513
0	2.38022	1.76554	1.69004	1.90392	2.75116	2.23696	2.23956	1.98381	1.42195	1.49234	1.52799	1.57422	1.60514
0	2.38207	1.76555	1.69005	1.90393	2.75356	2.23744	2.23931	1.9843	1.42196	1.49235	1.528	1.57423	1.60515
0	2.38356	1.76556	1.69006	1.90394	2.75608	2.23796	2.23906	1.98481	1.42197	1.49236	1.52801	1.57424	1.60516
0	2.38155	1.76557	1.69007	1.90395	2.75413	2.23758	2.23882	1.98443	1.42198	1.49237	1.52802	1.57425	1.60517
0	2.38476	1.76558	1.69008	1.90396	2.75224	2.2372	2.23857	1.98406	1.42199	1.49238	1.52803	1.57426	1.60518
0	2.38626	1.76559	1.69009	1.90397	2.75154	2.23707	2.23833	1.98392	1.422	1.49239	1.52804	1.57427	1.60519
0	2.38422	1.7656	1.6901	1.90398	2.75609	2.23799	2.2381	1.98484	1.42201	1.4924	1.52805	1.57428	1.6052
0	2.38405	1.76561	1.69011	1.90399	2.75784	2.23835	2.23786	1.9852	1.42202	1.49241	1.52806	1.57429	1.60521
0	2.38413	1.76561	1.69012	1.904	2.75585	2.23796	2.23763	1.98481	1.42203	1.49242	1.52807	1.5743	1.60522
0	2.38767	1.76562	1.69013	1.90401	2.7573	2.23826	2.2374	1.98511	1.42204	1.49243	1.52808	1.57431	1.60523
0	2.38933	1.76563	1.69014	1.90402	2.75464	2.23773	2.23717	1.98458	1.42205	1.49244	1.52809	1.57432	1.60524
0	2.38738	1.76564	1.69015	1.90403	2.75553	2.23792	2.23695	1.98477	1.42206	1.49245	1.5281	1.57433	1.60525
0	2.39059	1.76565	1.69016	1.90404	2.75907	2.23863	2.23672	1.98548	1.42207	1.49246	1.52811	1.57434	1.60526
0	2.39208	1.76566	1.69017	1.90405	2.75896	2.23862	2.2365	1.98547	1.42208	1.49247	1.52812	1.57435	1.60527
0	2.38667	1.76567	1.69017	1.90406	2.75952	2.23874	2.23628	1.98559	1.42209	1.49248	1.52813	1.57435	1.60528
0	2.39176	1.76568	1.69018	1.90406	2.75674	2.23819	2.23606	1.98504	1.42209	1.49249	1.52814	1.57436	1.60529
0	2.39017	1.76569	1.69019	1.90407	2.76091	2.23903	2.23585	1.98588	1.4221	1.49249	1.52814	1.57437	1.60529
0	2.39018	1.7657	1.6902	1.90408	2.76245	2.23935	2.23564	1.98619	1.42211	1.4925	1.52815	1.57438	1.6053
0	2.39036	1.76571	1.69021	1.90409	2.76031	2.23893	2.23543	1.98577	1.42212	1.49251	1.52816	1.57439	1.60531
0	2.39395	1.76571	1.69022	1.9041	2.76333	2.23954	2.23522	1.98638	1.42213	1.49252	1.52817	1.5744	1.60532
0	2.39563	1.76572	1.69023	1.90411	2.76127	2.23913	2.23501	1.98598	1.42214	1.49253	1.52818	1.57441	1.60533
0	2.39702	1.76573	1.69024	1.90412	2.76262	2.23941	2.2348	1.98626	1.42214	1.49254	1.52819	1.57441	1.60534
0	2.39492	1.76574	1.69024	1.90413	2.76153	2.2392	2.2346	1.98605	1.42215	1.49255	1.52819	1.57442	1.60535
0	2.39804	1.76575	1.69025	1.90413	2.76303	2.2395	2.2344	1.98635	1.42216	1.49255	1.5282	1.57443	1.60535
0	2.39611	1.76576	1.69026	1.90414	2.7687	2.24064	2.2342	1.98749	1.42217	1.49256	1.52821	1.57444	1.60536
0	2.39259	1.76576	1.69027	1.90415	2.76966	2.24084	2.234	1.98769	1.42218	1.49257	1.52822	1.57445	1.60537
0	2.39126	1.76577	1.69028	1.90416	2.77108	2.24113	2.2338	1.98798	1.42219	1.49258	1.52823	1.57446	1.60538
0	2.3937	1.76578	1.69028	1.90417	2.77071	2.24107	2.2336	1.98792	1.42219	1.49259	1.52824	1.57446	1.60539
0	2.3944	1.76579	1.69029	1.90418	2.77124	2.24118	2.23341	1.98803	1.4222	1.49259	1.52824	1.57447	1.60539
0	2.39828	1.7658	1.6903	1.90418	2.7685	2.24064	2.23321	1.98749	1.42221	1.4926	1.52825	1.57448	1.6054
0	2.40014	1.76581	1.69031	1.90419	2.76608	2.24016	2.23302	1.98701	1.42222	1.49261	1.52826	1.57449	1.60541
0	2.40164	1.76581	1.69032	1.9042	2.76497	2.23994	2.23283	1.98679	1.42222	1.49262	1.52827	1.5745	1.60542
0	2.39963	1.76582	1.69032	1.90421	2.77587	2.24213	2.23264	1.98898	1.42223	1.49263	1.52827	1.5745	1.60543
0	2.39946	1.76583	1.69033	1.90422	2.77342	2.24165	2.23245	1.9885	1.42224	1.49263	1.52828	1.57451	1.60543
0	2.39619	1.76584	1.69034	1.90422	2.77221	2.24141	2.23227	1.98826	1.42225	1.49264	1.52829	1.57452	1.60544
0	2.39832	1.76584	1.69035	1.90423	2.77715	2.24241	2.23208	1.98925	1.42226	1.49265	1.5283	1.57453	1.60545
0	2.39888	1.76585	1.69036	1.90424	2.776	2.24218	2.2319	1.98903	1.42226	1.49266	1.52831	1.57453	1.60546
0	2.39598	1.76586	1.69036	1.90425	2.77806	2.2426	2.23171	1.98945	1.42227	1.49266	1.52831	1.57454	1.60546
0	2.40169	1.76587	1.69037	1.90425	2.77593	2.24218	2.23153	1.98903	1.42228	1.49267	1.52832	1.57455	1.60547
0	2.40046	1.76587	1.69038	1.90426	2.7773	2.24246	2.23135	1.98931	1.42228	1.49268	1.52833	1.57456	1.60548
0	2.40403	1.76588	1.69039	1.90427	2.77293	2.24159	2.23117	1.98844	1.42229	1.49269	1.52833	1.57456	1.60549
0	2.40241	1.76589	1.69039	1.90428	2.77312	2.24164	2.23099	1.98848	1.4223	1.49269	1.52834	1.57457	1.60549
0	2.40579	1.7659	1.6904	1.90428	2.77782	2.24258	2.23081	1.98943	1.42231	1.4927	1.52835	1.57458	1.6055
0	2.40404	1.7659	1.69041	1.90429	2.77464	2.24195	2.23064	1.9888	1.42231	1.49271	1.52836	1.57459	1.60551
0	2.40399	1.76591	1.69041	1.9043	2.77732	2.2425	2.23046	1.98934	1.42232	1.49271	1.52836	1.57459	1.60552
0	2.40413	1.76592	1.69042	1.90431	2.77834	2.24271	2.23029	1.98955	1.42233	1.49272	1.52837	1.5746	1.60552
